word,neg,neu,pos,compound,sentiment_cat,sentiment_val
vigorous,0.0,1.0,0.0,0.0,3,neutral
vindictive,0.0,1.0,0.0,0.0,3,neutral
venturesome,0.0,1.0,0.0,0.0,3,neutral
vainglorious,0.0,1.0,0.0,0.0,3,neutral
well-adjusted,0.0,1.0,0.0,0.0,3,neutral
well-known,0.0,1.0,0.0,0.0,3,neutral
witty,0.0,1.0,0.0,0.0,3,neutral
wolfish,0.0,1.0,0.0,0.0,3,neutral
womanly,0.0,1.0,0.0,0.0,3,neutral
wordy,0.0,1.0,0.0,0.0,3,neutral
worldly,0.0,1.0,0.0,0.0,3,neutral
worldly-minded,0.0,1.0,0.0,0.0,3,neutral
worldly-wise,0.0,1.0,0.0,0.0,3,neutral
witless,0.0,1.0,0.0,0.0,3,neutral
world-weary,0.0,1.0,0.0,0.0,3,neutral
wry,0.0,1.0,0.0,0.0,3,neutral
yammering,0.0,1.0,0.0,0.0,3,neutral
yappy,0.0,1.0,0.0,0.0,3,neutral
yielding,0.0,1.0,0.0,0.0,3,neutral
young,0.0,1.0,0.0,0.0,3,neutral
zany,0.0,1.0,0.0,0.0,3,neutral
zealless,0.0,1.0,0.0,0.0,3,neutral
worriless,0.0,1.0,0.0,0.0,3,neutral
well-bred,0.0,1.0,0.0,0.0,3,neutral
withdrawn,0.0,1.0,0.0,0.0,3,neutral
wistful,0.0,1.0,0.0,0.0,3,neutral
well-liked,0.0,1.0,0.0,0.0,3,neutral
well-mannered,0.0,1.0,0.0,0.0,3,neutral
well-read,0.0,1.0,0.0,0.0,3,neutral
well-spoken,0.0,1.0,0.0,0.0,3,neutral
well-to-do,0.0,1.0,0.0,0.0,3,neutral
wheedling,0.0,1.0,0.0,0.0,3,neutral
whiny,0.0,1.0,0.0,0.0,3,neutral
withdrawing,0.0,1.0,0.0,0.0,3,neutral
whorish,0.0,1.0,0.0,0.0,3,neutral
wifely,0.0,1.0,0.0,0.0,3,neutral
wild,0.0,1.0,0.0,0.0,3,neutral
willful,0.0,1.0,0.0,0.0,3,neutral
willing,0.0,1.0,0.0,0.0,3,neutral
wily,0.0,1.0,0.0,0.0,3,neutral
wishful,0.0,1.0,0.0,0.0,3,neutral
wishy-washy,0.0,1.0,0.0,0.0,3,neutral
wide-awake,0.0,1.0,0.0,0.0,3,neutral
ungallant,0.0,1.0,0.0,0.0,3,neutral
vacuous,0.0,1.0,0.0,0.0,3,neutral
usurping,0.0,1.0,0.0,0.0,3,neutral
unswayable,0.0,1.0,0.0,0.0,3,neutral
unswerving,0.0,1.0,0.0,0.0,3,neutral
unsympathetic,0.0,1.0,0.0,0.0,3,neutral
unsystematic,0.0,1.0,0.0,0.0,3,neutral
untalkative,0.0,1.0,0.0,0.0,3,neutral
untamable,0.0,1.0,0.0,0.0,3,neutral
untamed,0.0,1.0,0.0,0.0,3,neutral
unsuspicious,0.0,1.0,0.0,0.0,3,neutral
untasteful,0.0,1.0,0.0,0.0,3,neutral
unteachable,0.0,1.0,0.0,0.0,3,neutral
untemptable,0.0,1.0,0.0,0.0,3,neutral
untender,0.0,1.0,0.0,0.0,3,neutral
untheatrical,0.0,1.0,0.0,0.0,3,neutral
unthinking,0.0,1.0,0.0,0.0,3,neutral
unthorough,0.0,1.0,0.0,0.0,3,neutral
unthrifty,0.0,1.0,0.0,0.0,3,neutral
untaught,0.0,1.0,0.0,0.0,3,neutral
untidy,0.0,1.0,0.0,0.0,3,neutral
unsuspecting,0.0,1.0,0.0,0.0,3,neutral
unsullied,0.0,1.0,0.0,0.0,3,neutral
unsolemn,0.0,1.0,0.0,0.0,3,neutral
unsolicitous,0.0,1.0,0.0,0.0,3,neutral
unsparing,0.0,1.0,0.0,0.0,3,neutral
unsparkling,0.0,1.0,0.0,0.0,3,neutral
unspeaking,0.0,1.0,0.0,0.0,3,neutral
unspiritual,0.0,1.0,0.0,0.0,3,neutral
unspontaneous,0.0,1.0,0.0,0.0,3,neutral
unsunny,0.0,1.0,0.0,0.0,3,neutral
unsportsmanlike,0.0,1.0,0.0,0.0,3,neutral
unsteady,0.0,1.0,0.0,0.0,3,neutral
unstirrable,0.0,1.0,0.0,0.0,3,neutral
unstormy,0.0,1.0,0.0,0.0,3,neutral
unstudied,0.0,1.0,0.0,0.0,3,neutral
unstudious,0.0,1.0,0.0,0.0,3,neutral
unsubduable,0.0,1.0,0.0,0.0,3,neutral
unsubmissive,0.0,1.0,0.0,0.0,3,neutral
unsteadfast,0.0,1.0,0.0,0.0,3,neutral
utilitarian,0.0,1.0,0.0,0.0,3,neutral
untiring,0.0,1.0,0.0,0.0,3,neutral
untrained,0.0,1.0,0.0,0.0,3,neutral
unwasteful,0.0,1.0,0.0,0.0,3,neutral
unwatchful,0.0,1.0,0.0,0.0,3,neutral
unwavering,0.0,1.0,0.0,0.0,3,neutral
unwholesome,0.0,1.0,0.0,0.0,3,neutral
unwild,0.0,1.0,0.0,0.0,3,neutral
unwillful,0.0,1.0,0.0,0.0,3,neutral
unwilling,0.0,1.0,0.0,0.0,3,neutral
unwary,0.0,1.0,0.0,0.0,3,neutral
unwily,0.0,1.0,0.0,0.0,3,neutral
unwitty,0.0,1.0,0.0,0.0,3,neutral
unworldly,0.0,1.0,0.0,0.0,3,neutral
unyielding,0.0,1.0,0.0,0.0,3,neutral
unzealous,0.0,1.0,0.0,0.0,3,neutral
uplifting,0.0,1.0,0.0,0.0,3,neutral
upright,0.0,1.0,0.0,0.0,3,neutral
urbane,0.0,1.0,0.0,0.0,3,neutral
unwise,0.0,1.0,0.0,0.0,3,neutral
untoward,0.0,1.0,0.0,0.0,3,neutral
unwarlike,0.0,1.0,0.0,0.0,3,neutral
unvocal,0.0,1.0,0.0,0.0,3,neutral
untransparent,0.0,1.0,0.0,0.0,3,neutral
untrustful,0.0,1.0,0.0,0.0,3,neutral
untrustworthy,0.0,1.0,0.0,0.0,3,neutral
untruthful,0.0,1.0,0.0,0.0,3,neutral
untutored,0.0,1.0,0.0,0.0,3,neutral
unusual,0.0,1.0,0.0,0.0,3,neutral
unvacillating,0.0,1.0,0.0,0.0,3,neutral
unvoluptuous,0.0,1.0,0.0,0.0,3,neutral
unvain,0.0,1.0,0.0,0.0,3,neutral
unvarying,0.0,1.0,0.0,0.0,3,neutral
unventurous,0.0,1.0,0.0,0.0,3,neutral
unversed,0.0,1.0,0.0,0.0,3,neutral
unvigilant,0.0,1.0,0.0,0.0,3,neutral
unvigorous,0.0,1.0,0.0,0.0,3,neutral
unvindictive,0.0,1.0,0.0,0.0,3,neutral
unvisioned,0.0,1.0,0.0,0.0,3,neutral
unvaliant,0.0,1.0,0.0,0.0,3,neutral
sour,0.0,1.0,0.0,0.0,3,neutral
ungainly,0.0,1.0,0.0,0.0,3,neutral
unfraternal,0.0,1.0,0.0,0.0,3,neutral
thorough,0.0,1.0,0.0,0.0,3,neutral
thoroughgoing,0.0,1.0,0.0,0.0,3,neutral
thriftless,0.0,1.0,0.0,0.0,3,neutral
thrifty,0.0,1.0,0.0,0.0,3,neutral
thundering,0.0,1.0,0.0,0.0,3,neutral
thunderous,0.0,1.0,0.0,0.0,3,neutral
ticklish,0.0,1.0,0.0,0.0,3,neutral
tidy,0.0,1.0,0.0,0.0,3,neutral
tight,0.0,1.0,0.0,0.0,3,neutral
tight-lipped,0.0,1.0,0.0,0.0,3,neutral
tiny,0.0,1.0,0.0,0.0,3,neutral
tireless,0.0,1.0,0.0,0.0,3,neutral
torpid,0.0,1.0,0.0,0.0,3,neutral
touchy,0.0,1.0,0.0,0.0,3,neutral
tough-minded,0.0,1.0,0.0,0.0,3,neutral
thin-skinned,0.0,1.0,0.0,0.0,3,neutral
thinking,0.0,1.0,0.0,0.0,3,neutral
thin,0.0,1.0,0.0,0.0,3,neutral
thick-witted,0.0,1.0,0.0,0.0,3,neutral
temperate,0.0,1.0,0.0,0.0,3,neutral
tempestuous,0.0,1.0,0.0,0.0,3,neutral
temptable,0.0,1.0,0.0,0.0,3,neutral
tenacious,0.0,1.0,0.0,0.0,3,neutral
tender,0.0,1.0,0.0,0.0,3,neutral
tender-hearted,0.0,1.0,0.0,0.0,3,neutral
tenderminded,0.0,1.0,0.0,0.0,3,neutral
traditional,0.0,1.0,0.0,0.0,3,neutral
tentative,0.0,1.0,0.0,0.0,3,neutral
testy,0.0,1.0,0.0,0.0,3,neutral
thankless,0.0,1.0,0.0,0.0,3,neutral
theatrical,0.0,1.0,0.0,0.0,3,neutral
theoretical,0.0,1.0,0.0,0.0,3,neutral
thick,0.0,1.0,0.0,0.0,3,neutral
thickheaded,0.0,1.0,0.0,0.0,3,neutral
thick-skinned,0.0,1.0,0.0,0.0,3,neutral
terse,0.0,1.0,0.0,0.0,3,neutral
traitorous,0.0,1.0,0.0,0.0,3,neutral
transgressive,0.0,1.0,0.0,0.0,3,neutral
transparent,0.0,1.0,0.0,0.0,3,neutral
unable,0.0,1.0,0.0,0.0,3,neutral
unaccessible,0.0,1.0,0.0,0.0,3,neutral
unaccommodating,0.0,1.0,0.0,0.0,3,neutral
unaccomplished,0.0,1.0,0.0,0.0,3,neutral
unaccountable,0.0,1.0,0.0,0.0,3,neutral
unadaptable,0.0,1.0,0.0,0.0,3,neutral
unadulterous,0.0,1.0,0.0,0.0,3,neutral
unabashed,0.0,1.0,0.0,0.0,3,neutral
unadventurous,0.0,1.0,0.0,0.0,3,neutral
unaffected,0.0,1.0,0.0,0.0,3,neutral
unaffectionate,0.0,1.0,0.0,0.0,3,neutral
unafraid,0.0,1.0,0.0,0.0,3,neutral
unaggressive,0.0,1.0,0.0,0.0,3,neutral
unagreeable,0.0,1.0,0.0,0.0,3,neutral
unaiding,0.0,1.0,0.0,0.0,3,neutral
unalert,0.0,1.0,0.0,0.0,3,neutral
unaffable,0.0,1.0,0.0,0.0,3,neutral
temperamental,0.0,1.0,0.0,0.0,3,neutral
ultraspiritual,0.0,1.0,0.0,0.0,3,neutral
ultrasensual,0.0,1.0,0.0,0.0,3,neutral
treacherous,0.0,1.0,0.0,0.0,3,neutral
trenchant,0.0,1.0,0.0,0.0,3,neutral
trendy,0.0,1.0,0.0,0.0,3,neutral
trim,0.0,1.0,0.0,0.0,3,neutral
truculent,0.0,1.0,0.0,0.0,3,neutral
truthless,0.0,1.0,0.0,0.0,3,neutral
twisted,0.0,1.0,0.0,0.0,3,neutral
ultrasentimental,0.0,1.0,0.0,0.0,3,neutral
twitchy,0.0,1.0,0.0,0.0,3,neutral
ultraconservative,0.0,1.0,0.0,0.0,3,neutral
ultracritical,0.0,1.0,0.0,0.0,3,neutral
ultrademocratic,0.0,1.0,0.0,0.0,3,neutral
ultrafastidious,0.0,1.0,0.0,0.0,3,neutral
ultraintellectual,0.0,1.0,0.0,0.0,3,neutral
ultrarefined,0.0,1.0,0.0,0.0,3,neutral
ultrareligious,0.0,1.0,0.0,0.0,3,neutral
tyrannical,0.0,1.0,0.0,0.0,3,neutral
technical,0.0,1.0,0.0,0.0,3,neutral
teary,0.0,1.0,0.0,0.0,3,neutral
tearful,0.0,1.0,0.0,0.0,3,neutral
stately,0.0,1.0,0.0,0.0,3,neutral
statesmanlike,0.0,1.0,0.0,0.0,3,neutral
statistical,0.0,1.0,0.0,0.0,3,neutral
steady,0.0,1.0,0.0,0.0,3,neutral
steadying,0.0,1.0,0.0,0.0,3,neutral
steely,0.0,1.0,0.0,0.0,3,neutral
stentorian,0.0,1.0,0.0,0.0,3,neutral
stark,0.0,1.0,0.0,0.0,3,neutral
stern,0.0,1.0,0.0,0.0,3,neutral
stifling,0.0,1.0,0.0,0.0,3,neutral
stinging,0.0,1.0,0.0,0.0,3,neutral
stodgy,0.0,1.0,0.0,0.0,3,neutral
stoic,0.0,1.0,0.0,0.0,3,neutral
stolid,0.0,1.0,0.0,0.0,3,neutral
stormy,0.0,1.0,0.0,0.0,3,neutral
stout-hearted,0.0,1.0,0.0,0.0,3,neutral
stiff,0.0,1.0,0.0,0.0,3,neutral
straightforward,0.0,1.0,0.0,0.0,3,neutral
star-crossed,0.0,1.0,0.0,0.0,3,neutral
stalwart,0.0,1.0,0.0,0.0,3,neutral
specific,0.0,1.0,0.0,0.0,3,neutral
speedy,0.0,1.0,0.0,0.0,3,neutral
spineless,0.0,1.0,0.0,0.0,3,neutral
spiritual,0.0,1.0,0.0,0.0,3,neutral
splenetic,0.0,1.0,0.0,0.0,3,neutral
spoiled,0.0,1.0,0.0,0.0,3,neutral
spontaneous,0.0,1.0,0.0,0.0,3,neutral
standoffish,0.0,1.0,0.0,0.0,3,neutral
sporting,0.0,1.0,0.0,0.0,3,neutral
sporty,0.0,1.0,0.0,0.0,3,neutral
spritely,0.0,1.0,0.0,0.0,3,neutral
spry,0.0,1.0,0.0,0.0,3,neutral
spunky,0.0,1.0,0.0,0.0,3,neutral
sputtering,0.0,1.0,0.0,0.0,3,neutral
spying,0.0,1.0,0.0,0.0,3,neutral
squeamish,0.0,1.0,0.0,0.0,3,neutral
sportsmanlike,0.0,1.0,0.0,0.0,3,neutral
unalterable,0.0,1.0,0.0,0.0,3,neutral
strait-laced,0.0,1.0,0.0,0.0,3,neutral
stringent,0.0,1.0,0.0,0.0,3,neutral
swanky,0.0,1.0,0.0,0.0,3,neutral
swellheaded,0.0,1.0,0.0,0.0,3,neutral
sycophantic,0.0,1.0,0.0,0.0,3,neutral
systematic,0.0,1.0,0.0,0.0,3,neutral
taciturn,0.0,1.0,0.0,0.0,3,neutral
tacky,0.0,1.0,0.0,0.0,3,neutral
tactful,0.0,1.0,0.0,0.0,3,neutral
swaggering,0.0,1.0,0.0,0.0,3,neutral
tactical,0.0,1.0,0.0,0.0,3,neutral
tactless,0.0,1.0,0.0,0.0,3,neutral
talkative,0.0,1.0,0.0,0.0,3,neutral
open-hearted,0.0,1.0,0.0,0.0,3,neutral
tasteful,0.0,1.0,0.0,0.0,3,neutral
tasteless,0.0,1.0,0.0,0.0,3,neutral
tawdry,0.0,1.0,0.0,0.0,3,neutral
teachable,0.0,1.0,0.0,0.0,3,neutral
tactile,0.0,1.0,0.0,0.0,3,neutral
strict,0.0,1.0,0.0,0.0,3,neutral
surly,0.0,1.0,0.0,0.0,3,neutral
supersensitive,0.0,1.0,0.0,0.0,3,neutral
strong-minded,0.0,1.0,0.0,0.0,3,neutral
strong-willed,0.0,1.0,0.0,0.0,3,neutral
stuck-up,0.0,1.0,0.0,0.0,3,neutral
studious,0.0,1.0,0.0,0.0,3,neutral
stuffy,0.0,1.0,0.0,0.0,3,neutral
sturdy,0.0,1.0,0.0,0.0,3,neutral
stylish,0.0,1.0,0.0,0.0,3,neutral
superstitious,0.0,1.0,0.0,0.0,3,neutral
subdued,0.0,1.0,0.0,0.0,3,neutral
subservient,0.0,1.0,0.0,0.0,3,neutral
substantive,0.0,1.0,0.0,0.0,3,neutral
sugary,0.0,1.0,0.0,0.0,3,neutral
suggestible,0.0,1.0,0.0,0.0,3,neutral
sultry,0.0,1.0,0.0,0.0,3,neutral
supercilious,0.0,1.0,0.0,0.0,3,neutral
superficial,0.0,1.0,0.0,0.0,3,neutral
subjective,0.0,1.0,0.0,0.0,3,neutral
unambitious,0.0,1.0,0.0,0.0,3,neutral
unamiable,0.0,1.0,0.0,0.0,3,neutral
unamusable,0.0,1.0,0.0,0.0,3,neutral
undignified,0.0,1.0,0.0,0.0,3,neutral
undiligent,0.0,1.0,0.0,0.0,3,neutral
undiplomatic,0.0,1.0,0.0,0.0,3,neutral
undisappointable,0.0,1.0,0.0,0.0,3,neutral
undiscerning,0.0,1.0,0.0,0.0,3,neutral
undisciplined,0.0,1.0,0.0,0.0,3,neutral
undiscourageable,0.0,1.0,0.0,0.0,3,neutral
undevout,0.0,1.0,0.0,0.0,3,neutral
undiscriminating,0.0,1.0,0.0,0.0,3,neutral
undisturbable,0.0,1.0,0.0,0.0,3,neutral
undivertible,0.0,1.0,0.0,0.0,3,neutral
undogmatic,0.0,1.0,0.0,0.0,3,neutral
undramatic,0.0,1.0,0.0,0.0,3,neutral
undutiful,0.0,1.0,0.0,0.0,3,neutral
uneager,0.0,1.0,0.0,0.0,3,neutral
unearnest,0.0,1.0,0.0,0.0,3,neutral
undisguised,0.0,1.0,0.0,0.0,3,neutral
uneconomical,0.0,1.0,0.0,0.0,3,neutral
undevious,0.0,1.0,0.0,0.0,3,neutral
undespondent,0.0,1.0,0.0,0.0,3,neutral
undeceivable,0.0,1.0,0.0,0.0,3,neutral
undeceptive,0.0,1.0,0.0,0.0,3,neutral
undefeatable,0.0,1.0,0.0,0.0,3,neutral
undelaying,0.0,1.0,0.0,0.0,3,neutral
undeliberate,0.0,1.0,0.0,0.0,3,neutral
undeliberative,0.0,1.0,0.0,0.0,3,neutral
undemanding,0.0,1.0,0.0,0.0,3,neutral
undeviating,0.0,1.0,0.0,0.0,3,neutral
undemocratic,0.0,1.0,0.0,0.0,3,neutral
undependable,0.0,1.0,0.0,0.0,3,neutral
underhanded,0.0,1.0,0.0,0.0,3,neutral
underogatory,0.0,1.0,0.0,0.0,3,neutral
understandable,0.0,1.0,0.0,0.0,3,neutral
understanding,0.0,1.0,0.0,0.0,3,neutral
underwitted,0.0,1.0,0.0,0.0,3,neutral
undespairing,0.0,1.0,0.0,0.0,3,neutral
undemonstrative,0.0,1.0,0.0,0.0,3,neutral
undaunted,0.0,1.0,0.0,0.0,3,neutral
uneducated,0.0,1.0,0.0,0.0,3,neutral
unembittered,0.0,1.0,0.0,0.0,3,neutral
unfashionable,0.0,1.0,0.0,0.0,3,neutral
unfearing,0.0,1.0,0.0,0.0,3,neutral
unfeeling,0.0,1.0,0.0,0.0,3,neutral
unfeigning,0.0,1.0,0.0,0.0,3,neutral
unfeminine,0.0,1.0,0.0,0.0,3,neutral
unfettered,0.0,1.0,0.0,0.0,3,neutral
unflagging,0.0,1.0,0.0,0.0,3,neutral
unfaltering,0.0,1.0,0.0,0.0,3,neutral
unflinching,0.0,1.0,0.0,0.0,3,neutral
unfluent,0.0,1.0,0.0,0.0,3,neutral
unforbearing,0.0,1.0,0.0,0.0,3,neutral
unforcible,0.0,1.0,0.0,0.0,3,neutral
unforgetful,0.0,1.0,0.0,0.0,3,neutral
unforgettable,0.0,1.0,0.0,0.0,3,neutral
unforgiving,0.0,1.0,0.0,0.0,3,neutral
unforseeing,0.0,1.0,0.0,0.0,3,neutral
unfluctuating,0.0,1.0,0.0,0.0,3,neutral
unelusive,0.0,1.0,0.0,0.0,3,neutral
unfaithful,0.0,1.0,0.0,0.0,3,neutral
unextraverted,0.0,1.0,0.0,0.0,3,neutral
unemotional,0.0,1.0,0.0,0.0,3,neutral
unemphatic,0.0,1.0,0.0,0.0,3,neutral
unemployed,0.0,1.0,0.0,0.0,3,neutral
unencumbered,0.0,1.0,0.0,0.0,3,neutral
unenergetic,0.0,1.0,0.0,0.0,3,neutral
unenlightened,0.0,1.0,0.0,0.0,3,neutral
unenterprising,0.0,1.0,0.0,0.0,3,neutral
unfailing,0.0,1.0,0.0,0.0,3,neutral
unenthusiastic,0.0,1.0,0.0,0.0,3,neutral
unequivocal,0.0,1.0,0.0,0.0,3,neutral
unerring,0.0,1.0,0.0,0.0,3,neutral
unexacting,0.0,1.0,0.0,0.0,3,neutral
unexcitable,0.0,1.0,0.0,0.0,3,neutral
unexpansive,0.0,1.0,0.0,0.0,3,neutral
unexplosive,0.0,1.0,0.0,0.0,3,neutral
unextravagant,0.0,1.0,0.0,0.0,3,neutral
unenvious,0.0,1.0,0.0,0.0,3,neutral
unfrugal,0.0,1.0,0.0,0.0,3,neutral
uncurious,0.0,1.0,0.0,0.0,3,neutral
uncunning,0.0,1.0,0.0,0.0,3,neutral
unbewailing,0.0,1.0,0.0,0.0,3,neutral
unbigoted,0.0,1.0,0.0,0.0,3,neutral
unblushing,0.0,1.0,0.0,0.0,3,neutral
unboastful,0.0,1.0,0.0,0.0,3,neutral
unbold,0.0,1.0,0.0,0.0,3,neutral
unbookish,0.0,1.0,0.0,0.0,3,neutral
unbridled,0.0,1.0,0.0,0.0,3,neutral
unbenevolent,0.0,1.0,0.0,0.0,3,neutral
unbusinesslike,0.0,1.0,0.0,0.0,3,neutral
uncandid,0.0,1.0,0.0,0.0,3,neutral
uncareful,0.0,1.0,0.0,0.0,3,neutral
uncautious,0.0,1.0,0.0,0.0,3,neutral
unceremonious,0.0,1.0,0.0,0.0,3,neutral
unchangeable,0.0,1.0,0.0,0.0,3,neutral
unchanging,0.0,1.0,0.0,0.0,3,neutral
uncharitable,0.0,1.0,0.0,0.0,3,neutral
uncalculating,0.0,1.0,0.0,0.0,3,neutral
unchaste,0.0,1.0,0.0,0.0,3,neutral
unbending,0.0,1.0,0.0,0.0,3,neutral
unbelligerent,0.0,1.0,0.0,0.0,3,neutral
unanalytic,0.0,1.0,0.0,0.0,3,neutral
unanchored,0.0,1.0,0.0,0.0,3,neutral
unanimated,0.0,1.0,0.0,0.0,3,neutral
unappreciative,0.0,1.0,0.0,0.0,3,neutral
unapproachable,0.0,1.0,0.0,0.0,3,neutral
unargumentative,0.0,1.0,0.0,0.0,3,neutral
unartistic,0.0,1.0,0.0,0.0,3,neutral
unbendable,0.0,1.0,0.0,0.0,3,neutral
unashamed,0.0,1.0,0.0,0.0,3,neutral
unassertive,0.0,1.0,0.0,0.0,3,neutral
unassisting,0.0,1.0,0.0,0.0,3,neutral
unassuming,0.0,1.0,0.0,0.0,3,neutral
unassured,0.0,1.0,0.0,0.0,3,neutral
unauthoritative,0.0,1.0,0.0,0.0,3,neutral
unbalanced,0.0,1.0,0.0,0.0,3,neutral
unbashful,0.0,1.0,0.0,0.0,3,neutral
unaspiring,0.0,1.0,0.0,0.0,3,neutral
uncurbable,0.0,1.0,0.0,0.0,3,neutral
uncheerful,0.0,1.0,0.0,0.0,3,neutral
unchivalrous,0.0,1.0,0.0,0.0,3,neutral
unconstructive,0.0,1.0,0.0,0.0,3,neutral
uncontainable,0.0,1.0,0.0,0.0,3,neutral
uncontradictable,0.0,1.0,0.0,0.0,3,neutral
uncontriving,0.0,1.0,0.0,0.0,3,neutral
unconventional,0.0,1.0,0.0,0.0,3,neutral
uncooperative,0.0,1.0,0.0,0.0,3,neutral
uncordial,0.0,1.0,0.0,0.0,3,neutral
unconstrained,0.0,1.0,0.0,0.0,3,neutral
uncorrupted,0.0,1.0,0.0,0.0,3,neutral
uncourtly,0.0,1.0,0.0,0.0,3,neutral
uncouth,0.0,1.0,0.0,0.0,3,neutral
uncrafty,0.0,1.0,0.0,0.0,3,neutral
uncreative,0.0,1.0,0.0,0.0,3,neutral
uncritical,0.0,1.0,0.0,0.0,3,neutral
uncultivated,0.0,1.0,0.0,0.0,3,neutral
uncultured,0.0,1.0,0.0,0.0,3,neutral
uncourteous,0.0,1.0,0.0,0.0,3,neutral
uncheery,0.0,1.0,0.0,0.0,3,neutral
unconstrainable,0.0,1.0,0.0,0.0,3,neutral
uncongenial,0.0,1.0,0.0,0.0,3,neutral
uncivil,0.0,1.0,0.0,0.0,3,neutral
uncivilized,0.0,1.0,0.0,0.0,3,neutral
uncollected,0.0,1.0,0.0,0.0,3,neutral
uncommunicative,0.0,1.0,0.0,0.0,3,neutral
uncompanionable,0.0,1.0,0.0,0.0,3,neutral
uncompassionate,0.0,1.0,0.0,0.0,3,neutral
uncompetitive,0.0,1.0,0.0,0.0,3,neutral
unconscientious,0.0,1.0,0.0,0.0,3,neutral
uncomplaining,0.0,1.0,0.0,0.0,3,neutral
uncomplicated,0.0,1.0,0.0,0.0,3,neutral
uncompromising,0.0,1.0,0.0,0.0,3,neutral
unconcealing,0.0,1.0,0.0,0.0,3,neutral
unconciliatory,0.0,1.0,0.0,0.0,3,neutral
unconfident,0.0,1.0,0.0,0.0,3,neutral
unconfiding,0.0,1.0,0.0,0.0,3,neutral
unconformable,0.0,1.0,0.0,0.0,3,neutral
uncomplaisant,0.0,1.0,0.0,0.0,3,neutral
open-faced,0.0,1.0,0.0,0.0,3,neutral
nimble-witted,0.0,1.0,0.0,0.0,3,neutral
open,0.0,1.0,0.0,0.0,3,neutral
doddering,0.0,1.0,0.0,0.0,3,neutral
dogged,0.0,1.0,0.0,0.0,3,neutral
dogmatic,0.0,1.0,0.0,0.0,3,neutral
doleful,0.0,1.0,0.0,0.0,3,neutral
doltish,0.0,1.0,0.0,0.0,3,neutral
dominant,0.0,1.0,0.0,0.0,3,neutral
doctrinaire,0.0,1.0,0.0,0.0,3,neutral
domineering,0.0,1.0,0.0,0.0,3,neutral
doting,0.0,1.0,0.0,0.0,3,neutral
dotty,0.0,1.0,0.0,0.0,3,neutral
double-crossing,0.0,1.0,0.0,0.0,3,neutral
double-faced,0.0,1.0,0.0,0.0,3,neutral
double-tongued,0.0,1.0,0.0,0.0,3,neutral
dour,0.0,1.0,0.0,0.0,3,neutral
dopey,0.0,1.0,0.0,0.0,3,neutral
dowdy,0.0,1.0,0.0,0.0,3,neutral
docile,0.0,1.0,0.0,0.0,3,neutral
divulging,0.0,1.0,0.0,0.0,3,neutral
disloyal,0.0,1.0,0.0,0.0,3,neutral
disobedient,0.0,1.0,0.0,0.0,3,neutral
disobliging,0.0,1.0,0.0,0.0,3,neutral
disorderly,0.0,1.0,0.0,0.0,3,neutral
dispassionate,0.0,1.0,0.0,0.0,3,neutral
disputatious,0.0,1.0,0.0,0.0,3,neutral
dizzying,0.0,1.0,0.0,0.0,3,neutral
disregardful,0.0,1.0,0.0,0.0,3,neutral
dissensualized,0.0,1.0,0.0,0.0,3,neutral
dissocial,0.0,1.0,0.0,0.0,3,neutral
distant,0.0,1.0,0.0,0.0,3,neutral
distinguished,0.0,1.0,0.0,0.0,3,neutral
divertible,0.0,1.0,0.0,0.0,3,neutral
divisive,0.0,1.0,0.0,0.0,3,neutral
disrespectful,0.0,1.0,0.0,0.0,3,neutral
disinterested,0.0,1.0,0.0,0.0,3,neutral
down-to-earth,0.0,1.0,0.0,0.0,3,neutral
dramatic,0.0,1.0,0.0,0.0,3,neutral
educated,0.0,1.0,0.0,0.0,3,neutral
effeminate,0.0,1.0,0.0,0.0,3,neutral
effervescent,0.0,1.0,0.0,0.0,3,neutral
effusive,0.0,1.0,0.0,0.0,3,neutral
egocentric,0.0,1.0,0.0,0.0,3,neutral
elderly,0.0,1.0,0.0,0.0,3,neutral
educable,0.0,1.0,0.0,0.0,3,neutral
elfish,0.0,1.0,0.0,0.0,3,neutral
elusive,0.0,1.0,0.0,0.0,3,neutral
emasculated,0.0,1.0,0.0,0.0,3,neutral
embellishing,0.0,1.0,0.0,0.0,3,neutral
embracing,0.0,1.0,0.0,0.0,3,neutral
emergent,0.0,1.0,0.0,0.0,3,neutral
emotionless,0.0,1.0,0.0,0.0,3,neutral
eloquent,0.0,1.0,0.0,0.0,3,neutral
downtrodden,0.0,1.0,0.0,0.0,3,neutral
edgy,0.0,1.0,0.0,0.0,3,neutral
economical,0.0,1.0,0.0,0.0,3,neutral
dreamy,0.0,1.0,0.0,0.0,3,neutral
dressy,0.0,1.0,0.0,0.0,3,neutral
droll,0.0,1.0,0.0,0.0,3,neutral
dull-witted,0.0,1.0,0.0,0.0,3,neutral
durable,0.0,1.0,0.0,0.0,3,neutral
dutiful,0.0,1.0,0.0,0.0,3,neutral
economizing,0.0,1.0,0.0,0.0,3,neutral
eagle-eyed,0.0,1.0,0.0,0.0,3,neutral
earthly-wise,0.0,1.0,0.0,0.0,3,neutral
earthy,0.0,1.0,0.0,0.0,3,neutral
easeless,0.0,1.0,0.0,0.0,3,neutral
ebullient,0.0,1.0,0.0,0.0,3,neutral
eccentric,0.0,1.0,0.0,0.0,3,neutral
eclectic,0.0,1.0,0.0,0.0,3,neutral
earthly-minded,0.0,1.0,0.0,0.0,3,neutral
disingenuous,0.0,1.0,0.0,0.0,3,neutral
